id;name;national_id;gender;birth;phone;created_by;new_patient
1144;Andre Vasquez;E535814400;FEMALE;1935-05-10;0981010656;system;True
1145;Tyler Smith;Y170636527;MALE;1973-10-09;0982105101;system;False
1146;Tiffany Miller;P774119310;FEMALE;1972-03-18;0921549168;system;False
1147;Scott Hernandez;H310130238;FEMALE;1998-12-10;0933631027;system;False
1148;Amanda Phillips;N108867693;OTHER;2010-09-28;0910478444;system;True
1149;Tammy Wilson;W310833382;FEMALE;1972-06-04;0991023510;system;False
1150;Mark Morton;H842065108;FEMALE;1983-09-10;0910863770;system;True
1151;Andrea Thomas;W119565535;MALE;1973-03-15;0931050861;system;False
1152;John Carroll;C820430492;FEMALE;1937-07-01;0984634107;system;False
1153;Johnny Coleman;R107720841;MALE;1992-09-12;0913879277;system;False
1154;Vincent Bentley;T610710438;MALE;1990-02-15;0910376263;system;False
1155;Gregory Wilson;Z109098471;FEMALE;1947-07-24;0902310126;system;True
1156;Peter Robinson;I691752833;FEMALE;1946-04-26;0946329750;system;False
1157;Maurice Powell;R229111003;OTHER;1931-12-05;0976602826;system;True
1158;Timothy Bautista;K231038267;OTHER;1924-06-20;0965217810;system;False
1159;Nicholas Taylor;R435410107;MALE;1918-05-11;0923128289;system;False
1160;Michael Barnett;B765017042;OTHER;1972-04-28;0939424984;system;True
1161;Courtney Owens;X473960805;MALE;2003-02-11;0924103440;system;False
1162;Joshua Davies;P934109755;FEMALE;2012-12-13;0926007000;system;True
1163;Benjamin Morales;V197814764;FEMALE;2013-08-17;0994007108;system;True
1164;Jeff French;M691010749;MALE;1964-06-29;0947409102;system;False
1165;Michelle Adkins;S224825108;MALE;1955-02-25;0982164282;system;False
1166;Aaron Ward;R083107509;OTHER;2004-11-28;0931001784;system;False
1167;Tracy Flores;A810467409;MALE;1970-01-16;0910560778;system;False
1168;William Morton;A605009559;MALE;1925-12-01;0938310337;system;False
1169;Elizabeth Gordon;B878681627;FEMALE;1968-04-02;0972936109;system;False
1170;Elizabeth Scott;T298370502;FEMALE;1916-06-16;0968416103;system;False
1171;Christine Navarro;L931075924;FEMALE;1951-06-16;0944677321;system;True
1172;Gregory Tate;T271061118;FEMALE;1931-11-12;0962936989;system;True
1173;Victoria Morgan MD;N193781063;FEMALE;1921-02-24;0969810931;system;True
1174;John Love;I910628104;FEMALE;1963-03-17;0910470248;system;True
1175;Timothy Scott;E627510134;MALE;1926-06-21;0956450612;system;True
1176;Matthew Rodriguez;G535611019;FEMALE;1966-11-07;0994555623;system;False
1177;Dawn Wade;L938310276;FEMALE;1971-06-21;0995168094;system;True
1178;Matthew Cunningham;Y246296153;MALE;1990-05-03;0931046106;system;False
1179;Taylor Martinez;G150159716;MALE;1979-04-16;0948810977;system;True
1180;Caroline Jackson;H041083101;FEMALE;1979-10-11;0946444733;system;False
1181;Angela Ortega;Z441010837;MALE;1931-11-26;0918110714;system;True
1182;Ashley Gomez;M104828226;OTHER;2017-01-26;0947090010;system;False
1183;Terry Carson;Y931018015;OTHER;2004-07-26;0923077002;system;True
1184;Erin Andrews;O277018095;MALE;1912-04-05;0956027095;system;False
1185;Richard Brown;X517106919;FEMALE;1937-07-05;0910448715;system;True
1186;Timothy Pittman;R522480019;FEMALE;1917-09-08;0979004309;system;False
1187;Amanda Johnson;O531046014;MALE;1997-06-14;0905995110;system;False
1188;Donald Buck;X191054194;OTHER;1955-02-19;0935410987;system;False
1189;Melanie Johnson;W108759688;OTHER;2005-08-05;0911481087;system;False
1190;Crystal Ayers;H939103281;FEMALE;1939-02-26;0916658833;system;True
1191;Alexa Boyd;V761070526;MALE;1908-05-01;0940652104;system;True
1192;Dylan Smith;I371441210;OTHER;1932-07-07;0952108891;system;False
1193;Alexis Thompson;B190190972;FEMALE;1956-03-08;0915968102;system;False
1194;Jay Cameron;D310699516;OTHER;1979-08-03;0924650379;system;False
1195;Ms. Tracy Clements;H106200654;OTHER;1951-03-25;0994109107;system;False
1196;Mark Proctor;R839106875;MALE;1918-09-01;0933944810;system;False
1197;Mr. Justin Sanchez;V510761058;OTHER;1927-03-14;0911051012;system;True
1198;William Yang;N023106896;OTHER;2007-12-14;0910206336;system;True
1199;Angela Morales;O455481413;MALE;1913-04-15;0910297961;system;True
1200;Brandon Mcdonald;I710732094;FEMALE;1960-02-28;0937201106;system;True
1201;Danielle Hernandez;A915000261;OTHER;1951-03-07;0992551103;system;True
1202;Jeffrey Jenkins;G625498556;OTHER;1935-10-25;0910925781;system;False
1203;Randy Allison;M628698284;OTHER;1943-08-30;0910919100;system;False
1204;Jennifer Cantu;N632105102;OTHER;1963-03-07;0945446107;system;True
1205;Tammy Johnson;L453254966;OTHER;1975-01-10;0910151057;system;False
1206;Thomas Davis;J486435514;OTHER;1979-11-04;0970775182;system;True
1207;Ronald Kelly;J642791084;MALE;1977-05-03;0900536101;system;False
1208;Donna Charles;I064214479;FEMALE;1983-06-06;0999306138;system;False
1209;Ashley Copeland;B881049707;FEMALE;1935-10-14;0911210874;system;False
1210;Robert Scott;U769531010;OTHER;1976-06-18;0980554100;system;False
1211;Valerie Davis;N993070152;MALE;1947-01-02;0957794636;system;False
1212;Michelle Wilson;L759373510;MALE;2016-09-30;0936793848;system;False
1213;Tommy Wood;O223491025;FEMALE;1968-09-27;0944781055;system;False
1214;Teresa Hamilton;V441010321;OTHER;2009-07-09;0908031010;system;True
1215;Jocelyn Robertson;W501701063;FEMALE;1918-04-08;0910103900;system;False
1216;Donald Rice;S011174411;MALE;2002-10-31;0976074618;system;True
1217;Jeremy Bryant;T847719657;FEMALE;1904-06-20;0994440801;system;True
1218;Annette Vance;I412010696;FEMALE;1965-01-08;0922869527;system;False
1219;Leah Chen;Z893164174;OTHER;1995-03-09;0999291043;system;False
1220;Michael Price;A666649780;OTHER;1987-05-14;0910710011;system;True
1221;Michael Hamilton;U689624040;MALE;1961-06-21;0915385369;system;False
1222;James Williams;G528110940;OTHER;1989-06-08;0940146864;system;True
1223;Evelyn Hunt;F799899810;FEMALE;1916-12-25;0928183956;system;False
1224;Amanda Burch;D564510171;MALE;1943-07-23;0996309363;system;False
1225;Robert Kramer;I495496766;FEMALE;1989-07-22;0961993612;system;True
1226;Steven Lopez;K610774101;FEMALE;1999-12-10;0926479046;system;False
1227;Sandra Ali;C860110485;OTHER;1922-06-28;0910163581;system;False
1228;Michael Jackson;M392623001;OTHER;1978-11-14;0951222810;system;True
1229;Virginia Williams;U021061018;OTHER;2006-10-22;0957095984;system;True
1230;Eugene Mendoza;O361096590;MALE;1958-08-31;0928342272;system;False
1231;Angela Joyce;C307410105;MALE;1954-09-05;0910958428;system;True
1232;Emily Forbes;I161007420;FEMALE;1911-03-15;0934724841;system;True
1233;Mark Newton;X931558755;MALE;2001-02-14;0950065382;system;True
1234;Kimberly Thompson;F922635872;OTHER;1949-07-25;0996495310;system;False
1235;Cynthia Allen;S610171102;FEMALE;2013-03-26;0996982969;system;False
1236;Anthony Parsons;H925676007;MALE;1914-11-06;0982101019;system;False
1237;Stephanie Garcia;Z952289392;FEMALE;1916-09-13;0948714656;system;True
1238;Samantha Barry;Z101641093;FEMALE;1980-12-02;0961040106;system;False
1239;Amanda Ramos;O313869682;FEMALE;1993-05-14;0943654426;system;True
1240;William Scott;O082910102;FEMALE;2004-05-01;0945131255;system;False
1241;Tammy Brown;J440744361;FEMALE;1975-10-03;0955106816;system;True
1242;Rebecca Robinson;U229834074;OTHER;1978-11-22;0940010525;system;True
1243;Ashley Harmon;Z306912505;MALE;1951-11-20;0930553723;system;False
1244;Rebecca Vaughn;L191010602;FEMALE;1958-05-01;0986599561;system;True
1245;Daniel Baldwin;J514810104;OTHER;1979-12-26;0924261065;system;False
1246;Sharon Patterson;S125611781;OTHER;1972-03-30;0999205140;system;False
1247;Melissa Miller;X510680490;OTHER;1961-03-29;0931310201;system;False
1248;Andrew Cole;Z367106641;FEMALE;1942-04-30;0958869551;system;True
1249;Leah Fuller;R963172159;OTHER;1931-07-15;0951010574;system;True
1250;Andrea Hanna;C078083531;MALE;1985-03-10;0912463010;system;True
1251;Connie Carter;D047831002;FEMALE;2007-12-21;0919323944;system;False
1252;Alexa White;Q549146972;OTHER;1933-03-01;0961510108;system;False
1253;Jennifer Porter;H241029512;FEMALE;1917-12-21;0940224744;system;True
1254;Nicole Rivera;T105210761;OTHER;1964-04-06;0940614191;system;False
1255;Jon Glover;Q310109111;OTHER;1926-07-30;0917543691;system;True
1256;Michael Lawson;N712108323;FEMALE;1908-10-02;0971010108;system;True
1257;Adam Mack;A189910036;FEMALE;1924-11-05;0946131392;system;False
1258;Olivia Campbell;E195370691;FEMALE;2015-10-28;0946061089;system;True
1259;Crystal Hood;F607469726;OTHER;1915-10-25;0949319991;system;True
1260;Billy Barry;R943413100;MALE;1941-06-20;0991993478;system;False
1261;Darryl Cline;L310310558;FEMALE;1934-08-18;0943023781;system;False
1262;Walter Simmons;R405710546;FEMALE;1975-09-28;0951090981;system;False
1263;Richard Taylor;G119701082;FEMALE;1982-01-31;0992157473;system;True
1264;Tracey Ayala;Z552605469;FEMALE;1975-12-28;0900041290;system;False
1265;Duane Turner;A605785110;MALE;1941-06-13;0901010256;system;False
1266;Kevin Sellers;D101510948;MALE;1935-08-03;0911825882;system;True
1267;Jose Hughes;Q796108924;MALE;1993-04-15;0900107888;system;True
1268;Jasmine Foster;R791510661;FEMALE;1931-01-11;0905982127;system;False
1269;Tammy Anderson;T605817432;MALE;1915-12-06;0933141031;system;False
1270;Madison Serrano;F048561686;OTHER;1968-04-24;0914322490;system;True
1271;Bradley Dalton;F610075136;MALE;1920-08-07;0900361031;system;True
1272;Edward Henry;N757563436;OTHER;1956-04-07;0935410472;system;True
1273;Anthony Giles;B551015980;FEMALE;1907-04-15;0950244559;system;True
1274;Kristine Wells;Z041426119;OTHER;2007-09-03;0906100738;system;False
1275;Alejandro Ellis;A104610433;OTHER;1977-11-04;0946007005;system;True
1276;Cynthia Powers;Y991556100;FEMALE;1944-03-17;0914963105;system;False
1277;Justin Thompson;O127512791;FEMALE;1980-09-12;0907853726;system;False
1278;Megan Hill;B425346246;OTHER;1957-02-24;0903711286;system;True
1279;Lori Bryant;V108269410;OTHER;1998-06-14;0965297336;system;False
1280;Barbara Salinas;T135108673;MALE;1962-05-16;0943610720;system;False
1281;Mary Sutton;V273371101;MALE;1992-01-10;0905030700;system;False
1282;Nancy Gonzales;H101042491;FEMALE;1987-04-06;0986228861;system;True
1283;Christopher Contreras;M740410495;OTHER;1969-11-05;0959710104;system;True
1284;Courtney Esparza;Z910660009;OTHER;2005-11-13;0902608625;system;True
1285;Adam Lewis;Y739515661;MALE;1922-10-24;0902101143;system;True
1286;Claudia Smith;Y011695971;MALE;1950-07-09;0991010037;system;False
1287;David Fletcher;Z020391305;MALE;1935-02-02;0941006808;system;True
1288;Daniel Conley;K202329763;FEMALE;1988-01-26;0941194224;system;True
1289;Richard Howard;N881071785;OTHER;1994-12-23;0951922408;system;False
1290;David Estes;W062972409;OTHER;1962-01-12;0910711201;system;False
1291;Natalie Swanson;R106891068;FEMALE;1984-03-16;0991595653;system;False
1292;Samantha Allen;Q717179294;OTHER;1929-04-10;0916361002;system;False
1293;Nicolas Gilbert;W046701019;FEMALE;1963-11-27;0916611005;system;False
1294;Valerie Hunt;I508765921;OTHER;1945-05-08;0901075256;system;False
1295;Janice Mcgee;L102734416;OTHER;1934-09-30;0935114100;system;False
1296;William Calderon;L179910911;FEMALE;1914-03-27;0929237722;system;False
1297;Jessica Cole;G334310871;MALE;1928-08-16;0960871030;system;False
1298;Ashley Hartman;Q103291122;FEMALE;1979-08-17;0922504100;system;False
1299;Johnathan Lee;J695135986;OTHER;1905-05-05;0938010707;system;False
1300;Matthew Sherman MD;V127226832;OTHER;1908-10-18;0934483163;system;True
1301;Jessica Woods;E576151634;MALE;1935-07-21;0922108499;system;False
1302;Nicholas Cooper;S880749790;MALE;1991-06-17;0905776929;system;True
1303;Rebecca Hughes;G937330881;OTHER;1987-02-03;0974867310;system;False
1304;Kenneth Franco;S766101026;MALE;1953-08-18;0964728546;system;True
1305;Elizabeth Mendoza;U664982022;FEMALE;2009-03-26;0946669429;system;True
1306;Steven Horne;S349946106;OTHER;1931-01-06;0921722745;system;False
1307;Sharon Willis;J848111659;FEMALE;2016-06-24;0942258729;system;False
1308;Ricardo Owens;K912841056;OTHER;1976-04-04;0975401405;system;True
1309;Jennifer Burgess DDS;R290101161;MALE;2002-12-30;0991073454;system;True
1310;Justin Carrillo;H101011465;MALE;1908-02-24;0972103243;system;False
1311;Nicholas Meyer;C410101000;MALE;1971-01-16;0937106761;system;True
1312;Joshua Mitchell;E289747473;FEMALE;1905-05-22;0965535586;system;False
1313;Nicholas Bowers;L101010710;OTHER;2004-08-16;0935366303;system;True
1314;John Miller;E209110006;OTHER;1956-03-07;0911110129;system;True
1315;Elizabeth Eaton;O320210099;FEMALE;1974-08-31;0971055108;system;True
1316;Joanna Lara;F105910211;FEMALE;1983-12-02;0931958593;system;False
1317;Samuel Thomas;W101264267;OTHER;1937-10-28;0976107321;system;True
1318;Mrs. Jennifer Butler;L610202719;OTHER;1917-03-20;0921891084;system;True
1319;Amanda Schroeder DDS;Q010142018;FEMALE;1926-01-11;0982776189;system;True
1320;Joanna Weaver;K951092910;MALE;1912-08-13;0998513291;system;True
1321;Andrew Banks;M941003781;OTHER;1904-12-03;0921041079;system;False
1322;James Graham;M041014010;MALE;2011-08-26;0953578980;system;True
1323;Heather Bryant;U957961041;OTHER;1953-12-14;0955913184;system;False
1324;Jennifer Jackson;K778104586;OTHER;1990-03-29;0997026476;system;False
1325;Nicole Garcia;H444670332;FEMALE;1989-04-07;0971090703;system;True
1326;Dana Sanchez;A745861697;OTHER;1966-04-16;0976984546;system;True
1327;William Parker;W331056274;MALE;1953-03-05;0949224114;system;False
1328;Alexandra Sullivan;J922720506;MALE;1918-12-30;0978628410;system;False
1329;Maureen Carter;E259108481;FEMALE;1973-02-27;0904510410;system;False
1330;Jason Mejia MD;T768450391;MALE;1964-06-28;0943663627;system;True
1331;Madison Silva;E660084105;OTHER;2011-04-09;0945459561;system;False
1332;Craig Brown;W245696343;MALE;1950-10-28;0993351035;system;False
1333;Emily Ortiz;E231013652;FEMALE;1958-07-04;0916841011;system;True
1334;Danny Mills;M769651098;MALE;1933-01-31;0969924771;system;False
1335;Amy Torres;C967951087;FEMALE;1916-05-22;0944108338;system;False
1336;Madison Bowman;Y981023441;OTHER;1905-08-10;0957691565;system;True
1337;Kimberly Little;D673681044;FEMALE;1966-08-31;0981094094;system;False
1338;Brian Lopez;J386010210;OTHER;1923-03-31;0945109888;system;False
1339;Jordan Thompson;I710026058;FEMALE;1999-06-12;0967321735;system;True
1340;Anna Lopez;J601092076;OTHER;1934-05-24;0985210104;system;True
1341;Jordan Allen;O573008456;OTHER;2008-03-14;0949100810;system;True
1342;Justin Hernandez;M851268810;OTHER;1984-09-01;0953550458;system;False
1343;Miss Shannon Duran;C637104853;OTHER;2005-07-04;0936106806;system;False
1344;Heather Martin;O165650265;FEMALE;1918-12-29;0921010810;system;False
1345;Marc Joyce;C510768963;MALE;1913-11-21;0968538614;system;True
1346;Nicole Garcia;Y102024989;FEMALE;1916-10-17;0950686218;system;True
1347;Derrick Perez;E935698020;FEMALE;1907-03-07;0929598531;system;False
1348;Thomas Mullins;Q745611510;MALE;2000-08-15;0921126287;system;False
1349;Nathaniel Hamilton;I231011057;FEMALE;2016-09-19;0982233553;system;True
1350;James Gomez;U110989520;OTHER;1977-05-06;0909586598;system;False
1351;Scott Rice;J352211568;OTHER;1910-01-24;0975659796;system;False
1352;John Copeland;Y862789108;OTHER;1927-05-04;0982843298;system;True
1353;Dale Arroyo;J106887010;OTHER;1957-12-15;0901242108;system;True
1354;Timothy Zavala;I337501109;MALE;1914-02-22;0989789216;system;True
1355;Melissa Wilson;F362510903;OTHER;1914-11-25;0910932300;system;True
1356;Marissa Lawrence;X079331810;OTHER;1946-12-14;0990410881;system;False
1357;Latasha Hale;V537747405;OTHER;1958-04-17;0938928911;system;True
1358;Melissa Gill;T034210902;MALE;2012-07-30;0923101069;system;True
1359;Michelle Henry;N245008581;FEMALE;1996-09-24;0929701841;system;False
1360;Elizabeth Dominguez;E107709591;OTHER;1925-12-12;0937256461;system;True
1361;Jeffery Williams;L711011002;OTHER;2009-08-26;0946844757;system;False
1362;Grace Nielsen;B471036634;OTHER;1976-12-20;0982956079;system;False
1363;Christopher Paul;Y556036482;OTHER;2009-11-12;0977571873;system;True
1364;James Morgan;N410490127;FEMALE;1991-01-10;0926520524;system;True
1365;Alicia Castillo;R141815310;MALE;2015-09-06;0985633337;system;False
1366;Andrea Sanchez;G918914890;MALE;1928-08-27;0908336107;system;False
1367;Emily Johnson;P593021982;OTHER;1907-02-17;0921010109;system;True
1368;Jose Butler;H582376604;MALE;1943-03-25;0912771896;system;False
1369;Kelly Andrews;R752394612;FEMALE;1923-04-18;0922881054;system;True
1370;Christian Reilly;A822105051;MALE;1967-09-04;0944410343;system;False
1371;Johnathan Torres;J128346939;MALE;1958-06-25;0952976100;system;True
1372;Antonio Ward;O101721946;MALE;1993-06-01;0971065210;system;True
1373;David Martin;R150157410;FEMALE;1918-12-28;0914109106;system;False
1374;Bethany Hall;Q062723002;OTHER;1939-06-08;0914313410;system;False
1375;Stacey Hansen;U210855789;OTHER;1977-10-03;0907100310;system;False
1376;Todd Atkinson;E486793810;OTHER;1944-05-14;0936022365;system;False
1377;Chad Morales;A917803498;FEMALE;2004-02-06;0981725210;system;False
1378;Larry Evans;A911086191;FEMALE;1945-05-15;0999122378;system;False
1379;Jordan Mills;D696449389;OTHER;1937-06-02;0903543749;system;False
1380;Paul Price;D461035710;MALE;1949-06-19;0906461910;system;False
1381;Michelle Gonzales;T441208542;OTHER;2012-03-11;0934985573;system;False
1382;Tanya Campbell;B289422086;OTHER;1911-02-02;0910290973;system;False
1383;Robert Patel;T261066500;MALE;1991-10-16;0927560246;system;False
1384;Mr. Thomas Craig;X610556706;MALE;1908-05-15;0961097008;system;False
1385;Christopher Brown;W221827700;FEMALE;1926-04-21;0926106820;system;False
1386;Emily Smith;L656925988;MALE;2010-10-25;0998929761;system;False
1387;Regina Morales;J710100901;MALE;1999-05-16;0903590601;system;False
1388;Dr. Christopher Medina;Q408786428;MALE;1960-08-13;0928016243;system;False
1389;Peter Perry;V917389510;OTHER;1971-02-04;0981060107;system;False
1390;Jacqueline Miller;P380630951;FEMALE;2005-07-29;0924106105;system;False
1391;Robert Woods;C009161062;FEMALE;2003-11-05;0903897570;system;True
1392;Johnny Davis;J747865906;MALE;1999-08-05;0991812205;system;True
1393;Meghan Schroeder;K941091204;MALE;1953-07-16;0910068386;system;False
1394;Mark Robinson;O351086869;MALE;1990-05-21;0904383989;system;True
1395;Brandon Smith;L639508780;MALE;2002-12-10;0900531098;system;False
1396;Patricia Mccann;X915109341;FEMALE;1947-10-20;0974810589;system;True
1397;Ashley Clark;I491274916;FEMALE;1930-06-12;0945100506;system;False
1398;Richard Conrad;V500797457;MALE;2005-07-26;0910962109;system;False
1399;Anthony Mills;V681087210;FEMALE;1904-01-11;0938997258;system;False
1400;Julia Gross;E978461875;MALE;1974-04-10;0916109180;system;True
1401;Lawrence Taylor;K644201025;MALE;1945-09-02;0917118953;system;False
1402;Melissa Long;G194610141;MALE;1979-09-12;0983054270;system;False
1403;Michelle Humphrey;K610975364;OTHER;1959-04-08;0921982121;system;False
1404;Kathleen Durham;H460410280;MALE;1931-04-17;0974148743;system;False
1405;Robert Gonzalez;K496226421;MALE;1942-08-28;0934109810;system;True
1406;Michele Turner;N517591036;MALE;1941-12-09;0931047106;system;True
1407;Megan Martin;S210875356;MALE;1991-09-26;0964824102;system;False
1408;Lindsey Bell;Y104590290;MALE;1917-10-01;0991097105;system;False
1409;Joseph Peterson;X652913863;FEMALE;1946-11-11;0916043210;system;True
1410;Brandon Randolph;H110769744;FEMALE;1989-03-11;0904371105;system;True
1411;Matthew Bullock DVM;J455617979;FEMALE;1927-11-21;0947451010;system;False
1412;Jennifer Mann;W305294391;OTHER;1994-07-29;0959346210;system;True
1413;Samantha Lee;M760086812;OTHER;1907-09-08;0971084210;system;False
1414;Donna Mooney;N410509334;FEMALE;1991-10-15;0977510895;system;False
1415;Steven Ford;E325890436;FEMALE;1929-05-31;0917478081;system;False
1416;Chad Lynn;G717830991;MALE;1918-11-10;0911014295;system;True
1417;Matthew Smith;T627324605;MALE;1949-05-18;0910539921;system;True
1418;Stacy Sexton;A227751018;OTHER;1927-07-01;0920710910;system;True
1419;Paul Bowers;Q376109677;MALE;1965-01-24;0923581313;system;True
1420;Margaret Warren;C610112101;OTHER;1936-05-12;0953662100;system;True
1421;Gregory Smith;O684257671;FEMALE;1961-07-11;0914710610;system;True
1422;Daniel Ramos;M101109815;FEMALE;1913-10-22;0997091015;system;True
1423;Michael Hatfield;X603336672;MALE;1930-08-13;0980790410;system;False
1424;Michele Fisher;X038249653;FEMALE;1939-09-29;0901041093;system;True
1425;Matthew Patton MD;B509110254;FEMALE;2003-05-08;0949521010;system;False
1426;Jeffrey Jennings;R987222710;OTHER;1968-01-12;0995109654;system;True
1427;David Mullins;B101807677;OTHER;1981-07-12;0913349890;system;True
1428;Kevin Bush;Z110621021;FEMALE;1932-07-21;0916409201;system;True
1429;Christian Avery;M931045456;OTHER;2001-12-26;0943133784;system;True
1430;Brett Murray;I453304032;FEMALE;1929-06-11;0936476553;system;False
1431;David Sparks;D041031201;OTHER;2004-06-17;0972440314;system;False
1432;Austin Warner;K310403175;OTHER;1951-12-30;0951738783;system;True
1433;Patricia Torres;T307754209;MALE;1944-08-29;0967816410;system;False
1434;Andrea Dixon;D121610601;MALE;1911-05-20;0961040976;system;False
1435;Rachel Cole;U733736684;MALE;1976-05-29;0959210216;system;False
1436;Robert Trujillo;B204927788;MALE;1972-06-11;0930311453;system;True
1437;Gary Moore;F111036384;OTHER;1990-08-22;0991102665;system;False
1438;David Reid;N001006218;FEMALE;1988-08-11;0938108463;system;False
1439;Christopher Serrano;J842137751;MALE;1962-01-27;0957823671;system;True
1440;Dr. Amanda Coffey DDS;K991094781;OTHER;1920-06-12;0954103207;system;False
1441;Lonnie Hall;Y637793888;FEMALE;1956-07-18;0962465768;system;False
1442;Jeffrey Lee;R510880280;OTHER;2018-12-29;0928102711;system;True
1443;Jessica Perry;N006256232;FEMALE;1965-03-15;0935415361;system;False
1444;Angela Smith;K262209571;MALE;2018-05-16;0967656471;system;True
1445;Ms. Rebecca Jackson;Z105081085;FEMALE;1939-01-30;0966974991;system;False
1446;Barbara Bell;D888104588;MALE;1905-07-15;0991077910;system;True
1447;Adam Ayala;F254095329;OTHER;2007-02-21;0985683716;system;False
1448;Daniel Bruce;M155646050;FEMALE;1903-06-07;0905195796;system;False
1449;Chase Perez;S531415573;OTHER;1940-05-23;0971904510;system;True
1450;Teresa Anderson;A822101034;OTHER;1994-02-04;0981027230;system;False
1451;Martin Howard;S877263107;FEMALE;1919-05-07;0932772628;system;False
1452;Adrian Walker;T079101082;OTHER;1956-02-15;0950763929;system;False
1453;Autumn Mccall;U804931710;MALE;1935-03-17;0910814651;system;False
1454;Christine Jackson;F810501394;MALE;1950-09-11;0910414910;system;False
1455;Casey Coleman;Y725394750;OTHER;1932-03-05;0905510733;system;True
1456;Brittney Howe;R335175861;FEMALE;2003-02-04;0916101349;system;False
1457;Becky Griffin;K377567074;FEMALE;1906-01-29;0971391010;system;True
1458;Lisa Reyes;A397415818;MALE;2003-06-09;0942740228;system;True
1459;Lindsey Smith;R239279702;FEMALE;2002-12-18;0916104386;system;False
1460;Jeremy Reed;T023859795;OTHER;1941-07-25;0951849591;system;False
1461;Kenneth Crawford;G999167100;FEMALE;1904-07-16;0959210310;system;False
1462;Phyllis Lewis;E483310510;OTHER;1984-03-08;0949103772;system;True
1463;Aaron Chavez;R979109035;MALE;1995-04-27;0948259910;system;True
1464;Sean Soto;C773179067;OTHER;1970-09-30;0974604452;system;False
1465;Janet Shea;I791084556;OTHER;1975-07-15;0975041221;system;True
1466;Keith Ruiz;D610873341;OTHER;1956-03-17;0935100103;system;True
1467;Sally Hall;V171024873;OTHER;2001-03-30;0961010609;system;False
1468;Allison Garner;E169911023;MALE;1915-02-16;0917901281;system;False
1469;Sheryl Hahn;P551805626;MALE;1949-12-12;0904719199;system;True
1470;Howard Arnold;G002466455;MALE;1979-06-01;0984592842;system;False
1471;Brandi Fritz;E337573105;MALE;1958-08-07;0982031759;system;True
1472;Robert Johnson;T471872391;FEMALE;1907-07-19;0918918802;system;False
1473;Bryce Rodriguez;R510105987;MALE;1932-04-15;0911537689;system;False
1474;Dominique Brown;Z144470671;MALE;1943-10-08;0959921558;system;True
1475;Daniel Berg;B689717106;MALE;1924-01-29;0934185103;system;True
1476;Katherine Mccoy;G710330076;MALE;2006-03-06;0937517282;system;False
1477;Kenneth Stevens;T107534106;OTHER;1985-07-16;0944998431;system;False
1478;Anita Hall;R209373087;MALE;2003-07-28;0951812372;system;False
1479;Stephanie Simmons;A231027342;OTHER;1948-03-04;0955912275;system;True
1480;Timothy Reid;R695109442;FEMALE;1911-03-08;0927258493;system;True
1481;Jeffrey Adkins;J491047210;FEMALE;1927-03-05;0984101088;system;False
1482;Robin Lane;M109810511;OTHER;1934-10-16;0931600257;system;False
1483;Rachel Harvey;H103334359;FEMALE;1966-06-02;0955652858;system;False
1484;Candice Taylor;H100035218;FEMALE;1955-07-08;0919863854;system;False
1485;Donald Marshall;M106926109;MALE;1912-11-23;0958181426;system;False
1486;Erin Adams;I856866578;FEMALE;1996-10-08;0935436633;system;True
1487;Dana Wagner;U466210467;MALE;1999-06-30;0910967624;system;False
1488;Nicole Carroll;M668108093;OTHER;1966-02-16;0953597822;system;False
1489;Laura Johnson;D472731051;OTHER;1956-02-14;0939980101;system;True
1490;Marissa Simmons;N110407055;FEMALE;1962-10-06;0915952051;system;True
1491;Heather Gibson;W786080686;FEMALE;1978-07-05;0999444349;system;False
1492;Miranda Ramsey;T429742394;OTHER;1925-03-16;0961918810;system;True
1493;Heather Hendricks;Y244369310;MALE;1937-04-28;0965350791;system;False
1494;David Kramer;D204501542;MALE;1968-03-21;0996988313;system;True
1495;Melissa Thompson;B101103131;MALE;1915-06-19;0910326488;system;False
1496;Evan Newton;U101027567;MALE;1903-04-08;0910684423;system;True
1497;Jennifer Crawford;X477410935;MALE;1920-06-21;0913961285;system;False
1498;Michael Bautista;V865723108;MALE;1932-11-25;0982659294;system;True
1499;Michael Guerra;F123508717;OTHER;1930-02-09;0951091865;system;True
1500;Todd Griffin;L017447547;MALE;1951-02-10;0934441222;system;True
1501;Matthew Williams;P777616584;FEMALE;1914-04-13;0923044557;system;True
1502;Dustin Armstrong;A284622687;FEMALE;1981-12-28;0930310740;system;False
1503;William Yu;S050820906;OTHER;1963-04-25;0990780737;system;True
1504;Julie Shaw;L930589882;FEMALE;1928-12-14;0979777710;system;False
1505;Beth Allen;I178531932;MALE;1991-12-11;0969810057;system;True
1506;Zachary Newman;R161088981;OTHER;1956-12-13;0995360174;system;True
1507;Timothy Miranda;H678809988;FEMALE;1947-03-11;0985988536;system;False
1508;Jeffrey Wilson;J579108264;MALE;1911-05-29;0910575751;system;False
1509;Olivia Nguyen;E905123910;MALE;1986-11-30;0961643100;system;True
1510;Jessica Schneider;C908461896;OTHER;1946-02-24;0951520338;system;False
1511;Joseph Walker;Z892754958;OTHER;1909-11-28;0930777291;system;True
1512;Dylan Quinn;Y041544723;OTHER;2006-02-25;0947565594;system;True
1513;Victor Campbell;S510100351;OTHER;1949-12-30;0962102543;system;False
1514;Tyler Perkins;A109053045;MALE;1916-11-20;0928461033;system;False
